期次,基准日,候选池,价格中位,双低中位,双低均值,双低<125只,进场指标满足,信号,ranking文件,top20文件
2026年8月期,2026-08-04,197,136.6,192.6,192.7,7,0/4,空仓防守,2026年8月期_ranking.csv,2026年8月期_top20.json
